Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
1,7132,1,Roy,Beggs,5121,0.00,5121.00,,,Ulster Unionist Party
1,19741,1,Ricky,Best,106,0.00,106.00,Excluded,1,Independent
1,4591,1,Stewart,Dickson,4179,0.00,4179.00,,,Alliance Party
1,9805,1,Danny,Donnelly,1817,0.00,1817.00,,,Alliance Party
1,6991,1,Alan,Dunlop,152,0.00,152.00,Excluded,1,NI Conservatives
1,11447,1,David,Hilditch,6000,0.00,6000.00,,,Democratic Unionist Party
1,6399,1,Noel,Jordan,1579,0.00,1579.00,,,UK Independence Party
1,11448,1,Gordon,Lyons,3851,0.00,3851.00,,,Democratic Unionist Party
1,5389,1,Margaret Anne,McKillop,1524,0.00,1524.00,,,Social Democratic and Labour Party
1,1061,1,Oliver,McMullan,3701,0.00,3701.00,,,Sinn Fein
1,10293,1,Dawn,Patterson,777,0.00,777.00,Excluded,1,Green Party
1,19685,1,Stephen,Ross,3313,0.00,3313.00,,,Democratic Unionist Party
1,11450,1,Conor,Sheridan,393,0.00,393.00,Excluded,1,Cross-Community Labour Alternative
1,8121,1,John,Stewart,3377,0.00,3377.00,,,Ulster Unionist Party
1,6985,1,Ruth,Wilson,1534,0.00,1534.00,,,Traditional Unionist Voice
1,7132,2,Roy,Beggs,5121,151.00,5272.00,,,Ulster Unionist Party
1,19741,2,Ricky,Best,106,-106.00,0.00,Excluded,1,Independent
1,4591,2,Stewart,Dickson,4179,437.00,4616.00,,,Alliance Party
1,9805,2,Danny,Donnelly,1817,270.00,2087.00,,,Alliance Party
1,6991,2,Alan,Dunlop,152,-152.00,0.00,Excluded,1,NI Conservatives
1,11447,2,David,Hilditch,6000,37.00,6037.00,,,Democratic Unionist Party
1,6399,2,Noel,Jordan,1579,74.00,1653.00,,,UK Independence Party
1,11448,2,Gordon,Lyons,3851,18.00,3869.00,,,Democratic Unionist Party
1,5389,2,Margaret Anne,McKillop,1524,109.00,1633.00,,,Social Democratic and Labour Party
1,1061,2,Oliver,McMullan,3701,49.00,3750.00,,,Sinn Fein
1,10293,2,Dawn,Patterson,777,-777.00,0.00,Excluded,1,Green Party
1,19685,2,Stephen,Ross,3313,21.00,3334.00,,,Democratic Unionist Party
1,11450,2,Conor,Sheridan,393,-393.00,0.00,Excluded,1,Cross-Community Labour Alternative
1,8121,2,John,Stewart,3377,102.00,3479.00,,,Ulster Unionist Party
1,6985,2,Ruth,Wilson,1534,53.00,1587.00,Excluded,2,Traditional Unionist Voice
1,7132,3,Roy,Beggs,5121,317.00,5589.00,,,Ulster Unionist Party
1,19741,3,Ricky,Best,106,0.00,0.00,Excluded,1,Independent
1,4591,3,Stewart,Dickson,4179,42.00,4658.00,,,Alliance Party
1,9805,3,Danny,Donnelly,1817,18.00,2105.00,,,Alliance Party
1,6991,3,Alan,Dunlop,152,0.00,0.00,Excluded,1,NI Conservatives
1,11447,3,David,Hilditch,6000,211.00,6248.00,Elected,3,Democratic Unionist Party
1,6399,3,Noel,Jordan,1579,280.00,1933.00,,,UK Independence Party
1,11448,3,Gordon,Lyons,3851,199.00,4068.00,,,Democratic Unionist Party
1,5389,3,Margaret Anne,McKillop,1524,20.00,1653.00,Excluded,3,Social Democratic and Labour Party
1,1061,3,Oliver,McMullan,3701,2.00,3752.00,,,Sinn Fein
1,10293,3,Dawn,Patterson,777,0.00,0.00,Excluded,1,Green Party
1,19685,3,Stephen,Ross,3313,193.00,3527.00,,,Democratic Unionist Party
1,11450,3,Conor,Sheridan,393,0.00,0.00,Excluded,1,Cross-Community Labour Alternative
1,8121,3,John,Stewart,3377,230.00,3709.00,,,Ulster Unionist Party
1,6985,3,Ruth,Wilson,1534,-1587.00,0.00,Excluded,2,Traditional Unionist Voice
1,7132,4,Roy,Beggs,5121,125.00,5714.00,,,Ulster Unionist Party
1,19741,4,Ricky,Best,106,0.00,0.00,Excluded,1,Independent
1,4591,4,Stewart,Dickson,4179,407.00,5065.00,,,Alliance Party
1,9805,4,Danny,Donnelly,1817,365.00,2470.00,,,Alliance Party
1,6991,4,Alan,Dunlop,152,0.00,0.00,Excluded,1,NI Conservatives
1,11447,4,David,Hilditch,6000,0.00,6248.00,Elected,3,Democratic Unionist Party
1,6399,4,Noel,Jordan,1579,22.00,1955.00,Excluded,4,UK Independence Party
1,11448,4,Gordon,Lyons,3851,10.00,4078.00,,,Democratic Unionist Party
1,5389,4,Margaret Anne,McKillop,1524,-1653.00,0.00,Excluded,3,Social Democratic and Labour Party
1,1061,4,Oliver,McMullan,3701,526.00,4278.00,,,Sinn Fein
1,10293,4,Dawn,Patterson,777,0.00,0.00,Excluded,1,Green Party
1,19685,4,Stephen,Ross,3313,12.00,3539.00,,,Democratic Unionist Party
1,11450,4,Conor,Sheridan,393,0.00,0.00,Excluded,1,Cross-Community Labour Alternative
1,8121,4,John,Stewart,3377,79.00,3788.00,,,Ulster Unionist Party
1,6985,4,Ruth,Wilson,1534,0.00,0.00,Excluded,2,Traditional Unionist Voice
1,7132,5,Roy,Beggs,5121,442.00,6156.00,,,Ulster Unionist Party
1,19741,5,Ricky,Best,106,0.00,0.00,Excluded,1,Independent
1,4591,5,Stewart,Dickson,4179,106.00,5171.00,,,Alliance Party
1,9805,5,Danny,Donnelly,1817,45.00,2515.00,Excluded,5,Alliance Party
1,6991,5,Alan,Dunlop,152,0.00,0.00,Excluded,1,NI Conservatives
1,11447,5,David,Hilditch,6000,0.00,6248.00,Elected,3,Democratic Unionist Party
1,6399,5,Noel,Jordan,1579,-1955.00,0.00,Excluded,4,UK Independence Party
1,11448,5,Gordon,Lyons,3851,395.00,4473.00,,,Democratic Unionist Party
1,5389,5,Margaret Anne,McKillop,1524,0.00,0.00,Excluded,3,Social Democratic and Labour Party
1,1061,5,Oliver,McMullan,3701,14.00,4292.00,,,Sinn Fein
1,10293,5,Dawn,Patterson,777,0.00,0.00,Excluded,1,Green Party
1,19685,5,Stephen,Ross,3313,277.00,3816.00,,,Democratic Unionist Party
1,11450,5,Conor,Sheridan,393,0.00,0.00,Excluded,1,Cross-Community Labour Alternative
1,8121,5,John,Stewart,3377,343.00,4131.00,,,Ulster Unionist Party
1,6985,5,Ruth,Wilson,1534,0.00,0.00,Excluded,2,Traditional Unionist Voice
1,7132,6,Roy,Beggs,5121,168.00,6324.00,Elected,6,Ulster Unionist Party
1,19741,6,Ricky,Best,106,0.00,0.00,Excluded,1,Independent
1,4591,6,Stewart,Dickson,4179,1612.00,6783.00,Elected,6,Alliance Party
1,9805,6,Danny,Donnelly,1817,-2515.00,0.00,Excluded,5,Alliance Party
1,6991,6,Alan,Dunlop,152,0.00,0.00,Excluded,1,NI Conservatives
1,11447,6,David,Hilditch,6000,0.00,6248.00,Elected,3,Democratic Unionist Party
1,6399,6,Noel,Jordan,1579,0.00,0.00,Excluded,4,UK Independence Party
1,11448,6,Gordon,Lyons,3851,17.00,4490.00,,,Democratic Unionist Party
1,5389,6,Margaret Anne,McKillop,1524,0.00,0.00,Excluded,3,Social Democratic and Labour Party
1,1061,6,Oliver,McMullan,3701,231.00,4523.00,,,Sinn Fein
1,10293,6,Dawn,Patterson,777,0.00,0.00,Excluded,1,Green Party
