Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
8,11394,1,Cathal,Boylan,9197,0.00,9197.00,Elected,1,Sinn Fein
8,19696,1,Jackie,Coade,1418,0.00,1418.00,Excluded,1,Alliance Party
8,11395,1,Emmet,Crossan,704,0.00,704.00,Excluded,1,Citizens Independent Social Thought Alliance
8,11396,1,Megan,Fearon,8881,0.00,8881.00,,,Sinn Fein
8,1872,1,William George,Irwin,9760,0.00,9760.00,Elected,1,Democratic Unionist Party
8,31,1,Danny,Kennedy,7256,0.00,7256.00,,,Ulster Unionist Party
8,6086,1,Justin,McNulty,8983,0.00,8983.00,,,Social Democratic and Labour Party
8,1856,1,Conor,Murphy,8454,0.00,8454.00,,,Sinn Fein
8,19702,1,Rowan,Tunnicliffe,265,0.00,265.00,Excluded,1,Green Party
8,11394,2,Cathal,Boylan,9197,0.00,9197.00,Elected,1,Sinn Fein
8,19696,2,Jackie,Coade,1418,-1418.00,0.00,Excluded,1,Alliance Party
8,11395,2,Emmet,Crossan,704,-704.00,0.00,Excluded,1,Citizens Independent Social Thought Alliance
8,11396,2,Megan,Fearon,8881,294.00,9175.00,Elected,2,Sinn Fein
8,1872,2,William George,Irwin,9760,0.00,9760.00,Elected,1,Democratic Unionist Party
8,31,2,Danny,Kennedy,7256,419.00,7675.00,,,Ulster Unionist Party
8,6086,2,Justin,McNulty,8983,1102.00,10085.00,Elected,2,Social Democratic and Labour Party
8,1856,2,Conor,Murphy,8454,227.00,8681.00,,,Sinn Fein
8,19702,2,Rowan,Tunnicliffe,265,-265.00,0.00,Excluded,1,Green Party
8,11394,3,Cathal,Boylan,9197,0.00,9197.00,Elected,1,Sinn Fein
8,19696,3,Jackie,Coade,1418,0.00,0.00,Excluded,1,Alliance Party
8,11395,3,Emmet,Crossan,704,0.00,0.00,Excluded,1,Citizens Independent Social Thought Alliance
8,11396,3,Megan,Fearon,8881,0.00,9175.00,Elected,2,Sinn Fein
8,1872,3,William George,Irwin,9760,0.00,9760.00,Elected,1,Democratic Unionist Party
8,31,3,Danny,Kennedy,7256,264.00,7939.00,Excluded,3,Ulster Unionist Party
8,6086,3,Justin,McNulty,8983,-931.00,9154.00,Elected,2,Social Democratic and Labour Party
8,1856,3,Conor,Murphy,8454,337.00,9018.00,Elected,3,Sinn Fein
8,19702,3,Rowan,Tunnicliffe,265,0.00,0.00,Excluded,1,Green Party
