Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
15,227,1,Kellie,ARMSTRONG,3499,0,3499,,,Alliance Party
15,228,1,Jonathan,BELL,3393,0,3393,,,Democratic Unionist Party
15,229,1,Joe,BOYLE,2724,0,2724,,,Social Democratic and Labour Party
15,230,1,Stephen,COOPER,1407,0,1407,,,Traditional Unionist Voice
15,231,1,Stephen,CROSBY,759,0,759,,,UK Independence Party
15,232,1,Georgia,GRAINGER,924,0,924,,,Green Party
15,233,1,Simon,HAMILTON,3964,0,3964,,,Democratic Unionist Party
15,234,1,Harry,HARVEY,2017,0,2017,,,Democratic Unionist Party
15,235,1,Dermot,KENNEDY,661,0,661,,,Sinn Fein
15,236,1,Rab,MCCARTNEY,107,0,107,Excluded,1,Independent
15,237,1,Michelle,MCILVEEN,4663,0,4663,Elected,1,Democratic Unionist Party
15,238,1,Bill,MCKENDRY,314,0,314,Excluded,1,NI Conservatives
15,239,1,Jimmy,MENAGH,1840,0,1840,,,Independent
15,240,1,Mike,NESBITT,4673,0,4673,Elected,1,Ulster Unionist Party
15,241,1,Philip,SMITH,1694,0,1694,,,Ulster Unionist Party
15,227,2,Kellie,ARMSTRONG,3499,64,3563,,,Alliance Party
15,228,2,Jonathan,BELL,3393,18,3411,,,Democratic Unionist Party
15,229,2,Joe,BOYLE,2724,14,2738,,,Social Democratic and Labour Party
15,230,2,Stephen,COOPER,1407,11,1418,,,Traditional Unionist Voice
15,231,2,Stephen,CROSBY,759,37,796,,,UK Independence Party
15,232,2,Georgia,GRAINGER,924,22,946,,,Green Party
15,233,2,Simon,HAMILTON,3964,30,3994,,,Democratic Unionist Party
15,234,2,Harry,HARVEY,2017,14,2031,,,Democratic Unionist Party
15,235,2,Dermot,KENNEDY,661,1,662,Excluded,2,Sinn Fein
15,236,2,Rab,MCCARTNEY,107,-107,0,Excluded,1,Independent
15,237,2,Michelle,MCILVEEN,4663,0,4663,Elected,1,Democratic Unionist Party
15,238,2,Bill,MCKENDRY,314,-314,0,Excluded,1,NI Conservatives
15,239,2,Jimmy,MENAGH,1840,58,1898,,,Independent
15,240,2,Mike,NESBITT,4673,0,4673,Elected,1,Ulster Unionist Party
15,241,2,Philip,SMITH,1694,111,1805,,,Ulster Unionist Party
15,227,3,Kellie,ARMSTRONG,3499,93,3656,,,Alliance Party
15,228,3,Jonathan,BELL,3393,5,3416,,,Democratic Unionist Party
15,229,3,Joe,BOYLE,2724,414,3152,,,Social Democratic and Labour Party
15,230,3,Stephen,COOPER,1407,1,1419,,,Traditional Unionist Voice
15,231,3,Stephen,CROSBY,759,11,807,Excluded,3,UK Independence Party
15,232,3,Georgia,GRAINGER,924,47,993,,,Green Party
15,233,3,Simon,HAMILTON,3964,2,3996,,,Democratic Unionist Party
15,234,3,Harry,HARVEY,2017,2,2033,,,Democratic Unionist Party
15,235,3,Dermot,KENNEDY,661,-662,0,Excluded,2,Sinn Fein
15,236,3,Rab,MCCARTNEY,107,0,0,Excluded,1,Independent
15,237,3,Michelle,MCILVEEN,4663,0,4663,Elected,1,Democratic Unionist Party
15,238,3,Bill,MCKENDRY,314,0,0,Excluded,1,NI Conservatives
15,239,3,Jimmy,MENAGH,1840,7,1905,,,Independent
15,240,3,Mike,NESBITT,4673,0,4673,Elected,1,Ulster Unionist Party
15,241,3,Philip,SMITH,1694,0,1805,,,Ulster Unionist Party
15,227,4,Kellie,ARMSTRONG,3499,64,3720,,,Alliance Party
15,228,4,Jonathan,BELL,3393,101,3517,,,Democratic Unionist Party
15,229,4,Joe,BOYLE,2724,24,3176,,,Social Democratic and Labour Party
15,230,4,Stephen,COOPER,1407,171,1590,,,Traditional Unionist Voice
15,231,4,Stephen,CROSBY,759,-807,0,Excluded,3,UK Independence Party
15,232,4,Georgia,GRAINGER,924,50,1043,,,Green Party
15,233,4,Simon,HAMILTON,3964,103,4099,Excluded,4,Democratic Unionist Party
