Constituency_Number,Total_Poll,Spoiled,Valid_Poll,Quota,Total_Electorate,Number_Of_Seats,Constituency_Name,Voting_Age_Pop
8,48498,783,47715,6817,81756,6,Newry and Armagh,85884
