"Contest ID","Name","Election Type","Electoral System","Start Date","End Date"
"https://en.wikipedia.org/wiki/Northern_Ireland_Assembly_election,_2011","Northern Ireland Assembly Election 2011","Devolved Parliament Election","Single Transferrable Vote (STV)",2011-05-05,2011-05-05
