Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
11,172,1,Steven,AGNEW,2207,0,2207,,,Green Party
11,173,1,Colin,BREEN,1343,0,1343,,,Ulster Unionist Party
11,174,1,Alan,CHAMBERS,1765,0,1765,,,Independent
11,175,1,Leslie,CREE,1585,0,1585,,,Ulster Unionist Party
11,176,1,Gordon,DUNNE,3741,0,3741,,,Democratic Unionist Party
11,177,1,Alex,EASTON,5175,0,5175,Elected,1,Democratic Unionist Party
11,178,1,Stephen,FARRY,3131,0,3131,,,Alliance Party
11,179,1,Conor,KEENAN,293,0,293,,,Sinn Fein
11,180,1,Liam,LOGAN,768,0,768,,,Ulster Unionist Party
11,181,1,Alan,MCFARLAND,1879,0,1879,,,Independent
11,182,1,Fred,MCGLADE,615,0,615,,,UK Independence Party
11,183,1,Peter,WEIR,3496,0,3496,,,Democratic Unionist Party
11,184,1,Anne,WILSON,2100,0,2100,,,Alliance Party
11,172,2,Steven,AGNEW,2207,13.34,2220.34,,,Green Party
11,173,2,Colin,BREEN,1343,15.64,1358.64,,,Ulster Unionist Party
11,174,2,Alan,CHAMBERS,1765,30.13,1795.13,,,Independent
11,175,2,Leslie,CREE,1585,24.38,1609.38,,,Ulster Unionist Party
11,176,2,Gordon,DUNNE,3741,379.96,4120.96,Elected,2,Democratic Unionist Party
11,177,2,Alex,EASTON,5175,-1160,4015,Elected,1,Democratic Unionist Party
11,178,2,Stephen,FARRY,3131,21.62,3152.62,,,Alliance Party
11,179,2,Conor,KEENAN,293,1.61,294.61,Excluded,2,Sinn Fein
11,180,2,Liam,LOGAN,768,3.91,771.91,,,Ulster Unionist Party
11,181,2,Alan,MCFARLAND,1879,26.45,1905.45,,,Independent
11,182,2,Fred,MCGLADE,615,8.97,623.97,,,UK Independence Party
11,183,2,Peter,WEIR,3496,605.36,4101.36,Elected,2,Democratic Unionist Party
11,184,2,Anne,WILSON,2100,15.18,2115.18,,,Alliance Party
11,172,3,Steven,AGNEW,2207,41.23,2261.57,,,Green Party
11,173,3,Colin,BREEN,1343,1,1359.64,,,Ulster Unionist Party
11,174,3,Alan,CHAMBERS,1765,1,1796.13,,,Independent
11,175,3,Leslie,CREE,1585,1,1610.38,,,Ulster Unionist Party
11,176,3,Gordon,DUNNE,3741,0,4120.96,Elected,2,Democratic Unionist Party
11,177,3,Alex,EASTON,5175,0,4015,Elected,1,Democratic Unionist Party
11,178,3,Stephen,FARRY,3131,20.69,3173.31,,,Alliance Party
11,179,3,Conor,KEENAN,293,-294.61,0,Excluded,2,Sinn Fein
11,180,3,Liam,LOGAN,768,181,952.91,,,Ulster Unionist Party
11,181,3,Alan,MCFARLAND,1879,5.23,1910.68,,,Independent
11,182,3,Fred,MCGLADE,615,0,623.97,Excluded,3,UK Independence Party
11,183,3,Peter,WEIR,3496,0,4101.36,Elected,2,Democratic Unionist Party
11,184,3,Anne,WILSON,2100,19.23,2134.41,,,Alliance Party
11,172,4,Steven,AGNEW,2207,53,2314.57,,,Green Party
11,173,4,Colin,BREEN,1343,73.61,1433.25,,,Ulster Unionist Party
