Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
6,126,1,Pat,CATNEY,2165,0,2165,,,Social Democratic and Labour Party
6,127,1,Jonathan,CRAIG,4263,0,4263,,,Democratic Unionist Party
6,128,1,Paul,GIVAN,4352,0,4352,,,Democratic Unionist Party
6,129,1,Brenda,HALE,2910,0,2910,,,Democratic Unionist Party
6,130,1,Mark,HILL,1482,0,1482,,,Ulster Unionist Party
6,131,1,Trevor,LUNN,4389,0,4389,,,Alliance Party
6,132,1,Basil,MCCREA,5771,0,5771,Elected,1,Ulster Unionist Party
6,133,1,Edwin,POOTS,7329,0,7329,Elected,1,Democratic Unionist Party
6,134,1,Conor,QUINN,592,0,592,,,Green Party
6,135,1,Mary-Kate,QUINN,1203,0,1203,,,Sinn Fein
6,136,1,Lyle,REA,1031,0,1031,,,Traditional Unionist Voice
6,126,2,Pat,CATNEY,2165,11.47,2176.47,,,Social Democratic and Labour Party
6,127,2,Jonathan,CRAIG,4263,624.56,4887.56,,,Democratic Unionist Party
6,128,2,Paul,GIVAN,4352,469.96,4821.96,,,Democratic Unionist Party
6,129,2,Brenda,HALE,2910,906.44,3816.44,,,Democratic Unionist Party
6,130,2,Mark,HILL,1482,80.6,1562.6,,,Ulster Unionist Party
6,131,2,Trevor,LUNN,4389,82.46,4471.46,,,Alliance Party
6,132,2,Basil,MCCREA,5771,0,5771,Elected,1,Ulster Unionist Party
6,133,2,Edwin,POOTS,7329,-2259,5070,Elected,1,Democratic Unionist Party
6,134,2,Conor,QUINN,592,7.44,599.44,,,Green Party
6,135,2,Mary-Kate,QUINN,1203,4.03,1207.03,,,Sinn Fein
6,136,2,Lyle,REA,1031,35.65,1066.65,,,Traditional Unionist Voice
6,126,3,Pat,CATNEY,2165,9.48,2185.95,,,Social Democratic and Labour Party
6,127,3,Jonathan,CRAIG,4263,43.44,4931,,,Democratic Unionist Party
6,128,3,Paul,GIVAN,4352,36.36,4858.32,,,Democratic Unionist Party
6,129,3,Brenda,HALE,2910,39.6,3856.04,,,Democratic Unionist Party
6,130,3,Mark,HILL,1482,422.52,1985.12,,,Ulster Unionist Party
6,131,3,Trevor,LUNN,4389,78.96,4550.42,,,Alliance Party
6,132,3,Basil,MCCREA,5771,-701,5070,Elected,1,Ulster Unionist Party
6,133,3,Edwin,POOTS,7329,0,5070,Elected,1,Democratic Unionist Party
