Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
17,26,1,Alex,ATTWOOD,3765,0,3765,,,Social Democratic and Labour Party
17,27,1,Gerry,CARROLL,1661,0,1661,,,People Before Profit Alliance
17,28,1,Colin,KEENAN,802,0,802,,,Social Democratic and Labour Party
17,29,1,Brian,KINGSTON,2587,0,2587,,,Democratic Unionist Party
17,30,1,Pat,LAWLOR,384,0,384,,,Socialist Party (NI)
17,31,1,John Terence,LOWRY,586,0,586,,,Workers Party
17,32,1,Bill,MANWARING,1471,0,1471,,,Ulster Unionist Party
17,33,1,Paul,MASKEY,5343,0,5343,Elected,1,Sinn Fein
17,34,1,Fra,MCCANN,4481,0,4481,,,Sinn Fein
17,35,1,Jennifer,MCCANN,5239,0,5239,Elected,1,Sinn Fein
17,36,1,Dan,MCGUINNESS,365,0,365,,,Alliance Party
17,37,1,Brian,PELAN,122,0,122,,,Independent
17,38,1,Sue,RAMSEY,4116,0,4116,,,Sinn Fein
17,39,1,Pat,SHEEHAN,3723,0,3723,,,Sinn Fein
17,26,2,Alex,ATTWOOD,3765,11.69,3776.69,,,Social Democratic and Labour Party
17,27,2,Gerry,CARROLL,1661,3.85,1664.85,,,People Before Profit Alliance
17,28,2,Colin,KEENAN,802,1.26,803.26,,,Social Democratic and Labour Party
17,29,2,Brian,KINGSTON,2587,0.28,2587.28,,,Democratic Unionist Party
17,30,2,Pat,LAWLOR,384,0.42,384.42,,,Socialist Party (NI)
17,31,2,John Terence,LOWRY,586,0.63,586.63,,,Workers Party
17,32,2,Bill,MANWARING,1471,0.21,1471.21,,,Ulster Unionist Party
17,33,2,Paul,MASKEY,5343,-393,4950,Elected,1,Sinn Fein
17,34,2,Fra,MCCANN,4481,106.96,4587.96,,,Sinn Fein
17,35,2,Jennifer,MCCANN,5239,0,5239,Elected,1,Sinn Fein
17,36,2,Dan,MCGUINNESS,365,2.66,367.66,,,Alliance Party
17,37,2,Brian,PELAN,122,0.77,122.77,,,Independent
17,38,2,Sue,RAMSEY,4116,224.28,4340.28,,,Sinn Fein
17,39,2,Pat,SHEEHAN,3723,14.35,3737.35,,,Sinn Fein
17,26,3,Alex,ATTWOOD,3765,3.4,3780.09,,,Social Democratic and Labour Party
17,27,3,Gerry,CARROLL,1661,1,1665.85,,,People Before Profit Alliance
17,28,3,Colin,KEENAN,802,1.15,804.41,,,Social Democratic and Labour Party
17,29,3,Brian,KINGSTON,2587,0.05,2587.33,,,Democratic Unionist Party
17,30,3,Pat,LAWLOR,384,0.5,384.92,,,Socialist Party (NI)
17,31,3,John Terence,LOWRY,586,0.4,587.03,,,Workers Party
17,32,3,Bill,MANWARING,1471,0.15,1471.36,,,Ulster Unionist Party
17,33,3,Paul,MASKEY,5343,0,4950,Elected,1,Sinn Fein
17,34,3,Fra,MCCANN,4481,17,4604.96,,,Sinn Fein
17,35,3,Jennifer,MCCANN,5239,-289,4950,Elected,1,Sinn Fein
17,36,3,Dan,MCGUINNESS,365,1.1,368.76,,,Alliance Party
17,37,3,Brian,PELAN,122,0.15,122.92,Excluded,3,Independent
17,38,3,Sue,RAMSEY,4116,10.6,4350.88,,,Sinn Fein
17,39,3,Pat,SHEEHAN,3723,223.15,3960.5,,,Sinn Fein
17,26,4,Alex,ATTWOOD,3765,7,3787.09,,,Social Democratic and Labour Party
17,27,4,Gerry,CARROLL,1661,36,1701.85,,,People Before Profit Alliance
17,28,4,Colin,KEENAN,802,3,807.41,,,Social Democratic and Labour Party
17,29,4,Brian,KINGSTON,2587,0,2587.33,,,Democratic Unionist Party
17,30,4,Pat,LAWLOR,384,15,399.92,,,Socialist Party (NI)
17,31,4,John Terence,LOWRY,586,3.07,590.1,,,Workers Party
17,32,4,Bill,MANWARING,1471,2,1473.36,,,Ulster Unionist Party
17,33,4,Paul,MASKEY,5343,0,4950,Elected,1,Sinn Fein
17,34,4,Fra,MCCANN,4481,8.12,4613.08,,,Sinn Fein
17,35,4,Jennifer,MCCANN,5239,0,4950,Elected,1,Sinn Fein
17,36,4,Dan,MCGUINNESS,365,2,370.76,Excluded,4,Alliance Party
17,37,4,Brian,PELAN,122,-122.92,0,Excluded,3,Independent
17,38,4,Sue,RAMSEY,4116,7.31,4358.19,,,Sinn Fein
17,39,4,Pat,SHEEHAN,3723,11.28,3971.78,,,Sinn Fein
17,26,5,Alex,ATTWOOD,3765,103.36,3890.45,,,Social Democratic and Labour Party
17,27,5,Gerry,CARROLL,1661,31,1732.85,,,People Before Profit Alliance
17,28,5,Colin,KEENAN,802,46.17,853.58,,,Social Democratic and Labour Party
17,29,5,Brian,KINGSTON,2587,13.12,2600.45,,,Democratic Unionist Party
17,30,5,Pat,LAWLOR,384,9,408.92,Excluded,5,Socialist Party (NI)
17,31,5,John Terence,LOWRY,586,17.14,607.24,,,Workers Party
17,32,5,Bill,MANWARING,1471,30.05,1503.41,,,Ulster Unionist Party
17,33,5,Paul,MASKEY,5343,0,4950,Elected,1,Sinn Fein
17,34,5,Fra,MCCANN,4481,32.42,4645.5,,,Sinn Fein
17,35,5,Jennifer,MCCANN,5239,0,4950,Elected,1,Sinn Fein
17,36,5,Dan,MCGUINNESS,365,-370.76,0,Excluded,4,Alliance Party
17,37,5,Brian,PELAN,122,0,0,Excluded,3,Independent
17,38,5,Sue,RAMSEY,4116,19.21,4377.4,,,Sinn Fein
17,39,5,Pat,SHEEHAN,3723,24.61,3996.39,,,Sinn Fein
17,26,6,Alex,ATTWOOD,3765,49.17,3939.62,,,Social Democratic and Labour Party
17,27,6,Gerry,CARROLL,1661,121.12,1853.97,,,People Before Profit Alliance
17,28,6,Colin,KEENAN,802,25.05,878.63,,,Social Democratic and Labour Party
17,29,6,Brian,KINGSTON,2587,4,2604.45,,,Democratic Unionist Party
17,30,6,Pat,LAWLOR,384,-408.92,0,Excluded,5,Socialist Party (NI)
17,31,6,John Terence,LOWRY,586,37.14,644.38,Excluded,6,Workers Party
17,32,6,Bill,MANWARING,1471,9,1512.41,,,Ulster Unionist Party
17,33,6,Paul,MASKEY,5343,0,4950,Elected,1,Sinn Fein
17,34,6,Fra,MCCANN,4481,37.1,4682.6,,,Sinn Fein
17,35,6,Jennifer,MCCANN,5239,0,4950,Elected,1,Sinn Fein
