text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
Its so important to get your voice heard using your vote. Polling stations close at 10pm <ed><U+00A0><U+00BD><ed><U+00B3><U+009D><U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+FE0F> #ae16 https://t.co/J2CY29Ih01,FALSE,0,NA,05/05/16 17:19,FALSE,NA,728273036705710000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LaurenHunter_5,0,FALSE,FALSE,NA,NA
RT @BelTel: Assembly Election 2016: If you haven't voted yet here's what you need to know about #AE16 https://t.co/owO6z3o9ta https://t.co/?,FALSE,0,NA,05/05/16 17:19,FALSE,NA,728273022537368000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoleenMcKee15,7,TRUE,FALSE,NA,NA
RT @SimonCommNI: We are calling on the next Northern Ireland Executive &amp; Assembly to prioritise ending homelessness. #ae16 Get Voting https?,FALSE,0,NA,05/05/16 17:19,FALSE,NA,728272970406334000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IdeasWhittler,9,TRUE,FALSE,NA,NA
"RT @yesequality2016: Equal love = equal recognition = equal marriage. Equality doesn't do 2nd best, love shouldn't have a 2nd class #AE16 h?",FALSE,0,NA,05/05/16 17:18,FALSE,NA,728272784393146000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marybuckley549,43,TRUE,FALSE,NA,NA
Fair play to anyone who stands for election. Putting yourself forward for a public vote must be one of the daunting experiences ever. #ae16,FALSE,2,NA,05/05/16 17:18,FALSE,NA,728272783357182000,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Anna_McD91,0,FALSE,FALSE,NA,NA
"RT @SJAMcBride: Even for North Down, a turnout of 15.8% at 5pm seems very low. #ae16  https://t.co/K8KZsmPmbH",FALSE,0,NA,05/05/16 17:18,FALSE,NA,728272716713890000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mrs_Boyd32,11,TRUE,FALSE,NA,NA
"Even for North Down, a turnout of 15.8% at 5pm seems very low. #ae16  https://t.co/K8KZsmPmbH",FALSE,3,NA,05/05/16 17:18,FALSE,NA,728272620865597000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SJAMcBride,11,FALSE,FALSE,NA,NA
A lovely evening to head to your local polling station &amp; #useyourvote #AE16 #iVoted https://t.co/X3JNxmQlo8,FALSE,4,NA,05/05/16 17:18,FALSE,NA,728272614205104000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",janet_WillisIRM,2,FALSE,FALSE,NA,NA
"With voter turnout figures released at 5pm, many are saying they will be hoping for a post-work and post-Coronation Street rush #AE16 #FST16",FALSE,2,NA,05/05/16 17:17,FALSE,NA,728272356968432000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deborah_UH,2,FALSE,FALSE,NA,NA
Happy to have voted @kathrynjohnston #NILRC in #ae16 for North Antrim. Looking forward to seeing the Labour rose beside the name next time.,FALSE,1,NA,05/05/16 17:16,FALSE,NA,728272235962745000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BenMonteith,0,FALSE,FALSE,NA,NA
RT @SJAMcBride: Turnout of 33% at Bloomfield Methodist (East Belfast) at 5pm.#ae16  https://t.co/WVRlRYftju,FALSE,0,NA,05/05/16 17:16,FALSE,NA,728272157202125000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Udlah,1,TRUE,FALSE,NA,NA
Does anyone know where a person living in the Belfast city area can vote ? Code BT1 6BE help. #ae16,FALSE,0,NA,05/05/16 17:16,FALSE,NA,728272138600391000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",QueenSips,0,FALSE,FALSE,NA,NA
RT @grainnewalsh: St Joseph's falls road @SJAMcBride @BobData @alaninbelfast @FramccannMLA @AlexAttwoodMLA #ae16 https://t.co/X2SgxISVoW,FALSE,0,NA,05/05/16 17:16,FALSE,NA,728272082363159000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Udlah,2,TRUE,FALSE,NA,NA
RT @roisinlynchsdlp: Team Lynch welcoming @columeastwood to #SouthAntrim #ae16 https://t.co/8JbdpoYwog,FALSE,0,NA,05/05/16 17:16,FALSE,NA,728272057851589000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AntrimObserver,4,TRUE,FALSE,NA,NA
RT @GreenPartyNI: Vote for the #WeeGreenMan @StevenAgnew #VoteGreen2016 #ae16 https://t.co/rbZFHbbKL4,FALSE,0,NA,05/05/16 17:15,FALSE,NA,728272035714093000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",keavaoloan,5,TRUE,FALSE,NA,NA
"RT @allianceparty: On May 5, vote Alliance in your area #ForwardFaster #ae16 https://t.co/pnOxkZzBpq",FALSE,0,NA,05/05/16 17:15,FALSE,NA,728272028638261000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Carrie_O_HARA,6,TRUE,FALSE,NA,NA
RT @jamiepow: Unsure of who to vote for? Here's a final shout out for an app I helped to produce. It might help you decide! #ae16 https://t?,FALSE,0,NA,05/05/16 17:15,FALSE,NA,728272004483297000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,2,TRUE,FALSE,NA,NA
#ImVotingBecause its makes those elected accountable to me! #ae16 #firsttimevoter #WeVoteTheyListen https://t.co/d3y4zchaPW,FALSE,0,NA,05/05/16 17:15,FALSE,NA,728271948371923000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BurnsConleth,0,FALSE,FALSE,NA,NA
RT @siobhanmcguigan: Voting took me 5 minutes. 5 minutes investment for poss another 30 yrs of my future. Not a bad deal eh..#ae16 Get out?,FALSE,0,NA,05/05/16 17:15,FALSE,NA,728271861545579000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",lfclee2011,4,TRUE,FALSE,NA,NA
Voting took me 5 minutes. 5 minutes investment for poss another 30 yrs of my future. Not a bad deal eh..#ae16 Get out and use your vote!,FALSE,5,NA,05/05/16 17:14,FALSE,NA,728271694121599000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",siobhanmcguigan,4,FALSE,FALSE,NA,NA
RT @JoJoMurphy: I love election season it's my version of the premier league #PollingDay #ae16 #3SF4Derry https://t.co/afTNlE4ZZT,FALSE,0,NA,05/05/16 17:14,FALSE,NA,728271591939920000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,1,TRUE,FALSE,NA,NA
Proud to have given my top 4 preferences to women I know can make a difference #ae16,FALSE,0,NA,05/05/16 17:14,FALSE,NA,728271548428210000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aimeejaysmith,0,FALSE,FALSE,NA,NA
RT @BelTel: Assembly Election 2016: If you haven't voted yet here's what you need to know about #AE16 https://t.co/owO6z3o9ta https://t.co/?,FALSE,0,NA,05/05/16 17:13,FALSE,NA,728271488642634000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TorySocial,7,TRUE,FALSE,NA,NA
RT @NUS_USI: Need a reason to get out to vote? We have loads! Check out our #OwningOurFuture video: https://t.co/uulGrD93BF #ae16 <ed><U+00A0><U+00BD><ed><U+00B7><U+00B3>,FALSE,0,NA,05/05/16 17:13,FALSE,NA,728271476395262000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",beardySLO,1,TRUE,FALSE,NA,NA
"RT @yesequality2016: Equal love = equal recognition = equal marriage. Equality doesn't do 2nd best, love shouldn't have a 2nd class #AE16 h?",FALSE,0,NA,05/05/16 17:13,FALSE,NA,728271465267736000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Andrew_DB1,43,TRUE,FALSE,NA,NA
RT @BelTel: Assembly Election 2016: If you haven't voted yet here's what you need to know about #AE16 https://t.co/owO6z3o9ta https://t.co/?,FALSE,0,NA,05/05/16 17:13,FALSE,NA,728271454656209000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",lfclee2011,7,TRUE,FALSE,NA,NA
RT @imJessicaSmyth: THEY SEE ME POLLIN' #ae16,FALSE,0,NA,05/05/16 17:13,FALSE,NA,728271452961649000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,2,TRUE,FALSE,NA,NA
"Turnout of 27% at Knocknagin Primary School, Desertmartin (Mid Ulster) at 5pm. #ae16 https://t.co/WmvHO0XSm4",FALSE,0,NA,05/05/16 17:13,FALSE,NA,728271438390628000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SJAMcBride,0,FALSE,FALSE,NA,NA
"RT @gemmamcmurray: Just been down home to vote in the #ae16. Whilst I understand the frustration of voters in #NI, I urge you all to make y?",FALSE,0,NA,05/05/16 17:13,FALSE,NA,728271347743392000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,4,TRUE,FALSE,NA,NA
Moneymore turnout #ae16 @SJAMcBride https://t.co/JPyRqCQmMo,FALSE,1,NA,05/05/16 17:13,FALSE,NA,728271335751864000,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",hughmccloy,2,FALSE,FALSE,NA,NA
Assembly Election 2016: If you haven't voted yet here's what you need to know about #AE16 https://t.co/owO6z3o9ta https://t.co/tfW4DwVXdR,FALSE,1,NA,05/05/16 17:13,FALSE,NA,728271328558600000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BelTel,7,FALSE,FALSE,NA,NA
RT @gary_ni: @SJAMcBride Today I voted purely because every 20 mins in Syria someone dies dreaming of democracy. #ae16 https://t.co/Psy8lP6?,FALSE,0,NA,05/05/16 17:12,FALSE,NA,728271184001905000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MissTwice,8,TRUE,FALSE,NA,NA
"@kellymillen It's cos it's STV here (takes longer with breaks) and the rest are mainly just 'X' or 1,2 #AE16",FALSE,0,kellymillen,05/05/16 17:12,FALSE,728224168416821000,728271179019108000,260251851,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",YIMBoyle,0,FALSE,FALSE,NA,NA
"Seeing a lot of tweets saying things are "" #slow "" @  #ae16 polling stations! Cmon, you lot! #StepItUp !",FALSE,1,NA,05/05/16 17:12,FALSE,NA,728271171150610000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,0,FALSE,FALSE,NA,NA
RT @peterdynesLPNI: Getting a good response at the stations #ae16 https://t.co/clbNBv649N,FALSE,0,NA,05/05/16 17:12,FALSE,NA,728271101097353000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DHarrisLPNI,3,TRUE,FALSE,NA,NA
"Stormont could teach America a thing or two about democracy,' writes @NewtonEmerson #ae16 https://t.co/0vpPkL2kZ9 https://t.co/Cl5VqvTrVC",FALSE,1,NA,05/05/16 17:12,FALSE,NA,728271068289372000,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",irish_news,3,FALSE,FALSE,NA,NA
"RT @yesequality2016: Equal love = equal recognition = equal marriage. Equality doesn't do 2nd best, love shouldn't have a 2nd class #AE16 h?",FALSE,0,NA,05/05/16 17:11,FALSE,NA,728271032059056000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",drWazAus,43,TRUE,FALSE,NA,NA
RT @grainnewalsh: St Joseph's falls road @SJAMcBride @BobData @alaninbelfast @FramccannMLA @AlexAttwoodMLA #ae16 https://t.co/X2SgxISVoW,FALSE,0,NA,05/05/16 17:11,FALSE,NA,728270973934424000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",election_ni,2,TRUE,FALSE,NA,NA
RT @NiallSF: Taking time out from #ae16 to remember the man who brought us here. Great to see so many children laughing today too https://t?,FALSE,0,NA,05/05/16 17:11,FALSE,NA,728270921887297000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Irish_Ryan17,12,TRUE,FALSE,NA,NA
Isn't that....?' Recognise anyone in our Status Quo at Stormont story? #ae16 https://t.co/aFIecnnrww,FALSE,0,NA,05/05/16 17:11,FALSE,NA,728270890018980000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheSun_NI,0,FALSE,FALSE,NA,NA
Turnout of 33% at Bloomfield Methodist (East Belfast) at 5pm.#ae16  https://t.co/WVRlRYftju,FALSE,0,NA,05/05/16 17:11,FALSE,NA,728270864387608000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SJAMcBride,1,FALSE,FALSE,NA,NA
"RT @yesequality2016: Equal love = equal recognition = equal marriage. Equality doesn't do 2nd best, love shouldn't have a 2nd class #AE16 h?",FALSE,0,NA,05/05/16 17:11,FALSE,NA,728270863502590000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mattersofpride,43,TRUE,FALSE,NA,NA
"The more I read about the Assembly Election, the less I know who to vote for...

#ignoranceisbliss #ae16",FALSE,0,NA,05/05/16 17:11,FALSE,NA,728270859492823000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mrjb3,0,FALSE,FALSE,NA,NA
"RT @ornayoung: Elections are proof that social media is an echo chamber. Every 2nd post is ""I'm voting"" #AE16 , yet downward trends in turn?",FALSE,0,NA,05/05/16 17:11,FALSE,NA,728270830694699000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WHITTonTWITT,9,TRUE,FALSE,NA,NA
"Cmon , #NorthernIreland ! Be the change you want to see! #AE16 https://t.co/HUrXhrgvXy",FALSE,0,NA,05/05/16 17:10,FALSE,NA,728270753028833000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,1,FALSE,FALSE,NA,NA
Getting a good response at the stations #ae16 https://t.co/clbNBv649N,FALSE,3,NA,05/05/16 17:10,FALSE,NA,728270702151913000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",peterdynesLPNI,3,FALSE,FALSE,NA,NA
Join us! After #BBCQT on @BBCOne tonight - election coverage from 2345 #sp15 #ae16 #Wales2016 #le2016 #LondonVotes https://t.co/92x9NUfgTm,FALSE,0,NA,05/05/16 17:10,FALSE,NA,728270688067408000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",juliamacfarlane,0,FALSE,FALSE,NA,NA
RT @neil4ebelfast: Another GOTV session underway. Volunteers knocking on doors in every corner of #eastbelfast this afternoon. #ae16 https:?,FALSE,0,NA,05/05/16 17:10,FALSE,NA,728270613417214000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TorySocial,1,TRUE,FALSE,NA,NA
"RT @siobhanmcguigan: Arrow followed, vote cast. Get out and vote if you want change. Take responsibility for your future! #vote #ae16 https?",FALSE,0,NA,05/05/16 17:10,FALSE,NA,728270572107502000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,3,TRUE,FALSE,NA,NA
"Ballot box rush hour! If cycling matters to you, see what over 200 #ae16 candidates say :) https://t.co/jYVtOenX0M https://t.co/a0H8ifnyMx",FALSE,3,NA,05/05/16 17:09,FALSE,NA,728270511038464000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nigreenways,3,FALSE,FALSE,NA,NA
RT @GreenPartyNI: Vote for the #WeeGreenMan @StevenAgnew #VoteGreen2016 #ae16 https://t.co/rbZFHbbKL4,FALSE,0,NA,05/05/16 17:09,FALSE,NA,728270421934657000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,5,TRUE,FALSE,NA,NA
"RT @SJAMcBride: Turnout of 33% at St Joseph's, Falls Road (West Belfast) at 5pm. #ae16  https://t.co/uaIYeQGToC",FALSE,0,NA,05/05/16 17:09,FALSE,NA,728270372701884000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nornirongunner,1,TRUE,FALSE,NA,NA
RT @_beanatron_: #iVoted and you should too. There's still time! Don't allow other people to choose who you get governed by! #ae16,FALSE,0,NA,05/05/16 17:09,FALSE,NA,728270341609562000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,1,TRUE,FALSE,NA,NA
"RT @TargaryenSasha: Imagine waking up and genuinely thinking to yourself, ""hmm yes I'll vote for the DUP today"". How terrifying. #ae16",FALSE,0,NA,05/05/16 17:09,FALSE,NA,728270318679265000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ppppaige_,10,TRUE,FALSE,NA,NA
RT @nabbeytimes: Election 2016: Still time to cast your vote. Polling stations close at 10pm - https://t.co/BafwcGyBgZ #AE16,FALSE,0,NA,05/05/16 17:08,FALSE,NA,728270257094312000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rmcd2312,1,TRUE,FALSE,NA,NA
"Turnout of 33% at St Joseph's, Falls Road (West Belfast) at 5pm. #ae16  https://t.co/uaIYeQGToC",FALSE,0,NA,05/05/16 17:08,FALSE,NA,728270245157323000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SJAMcBride,1,FALSE,FALSE,NA,NA
RT @NiallSF: Taking time out from #ae16 to remember the man who brought us here. Great to see so many children laughing today too https://t?,FALSE,0,NA,05/05/16 17:08,FALSE,NA,728270072117142000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ONiDhuifinn,12,TRUE,FALSE,NA,NA
Election 2016: Still time to cast your vote. Polling stations close at 10pm - https://t.co/BafwcGyBgZ #AE16,FALSE,1,NA,05/05/16 17:07,FALSE,NA,728270026772496000,NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",nabbeytimes,1,FALSE,FALSE,NA,NA
RT @GreenPartyNI: #MakeHistory #VoteBailey1 @ClareBaileyGPNI @SBelfastGreens #VoteGreen2016 #ae16 https://t.co/jTtfjOOBDp,FALSE,0,NA,05/05/16 17:07,FALSE,NA,728270024083911000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cycling7777,9,TRUE,FALSE,NA,NA
RT @GreenPartyNI: #MakeHistory #VoteBailey1 @ClareBaileyGPNI @SBelfastGreens #VoteGreen2016 #ae16 https://t.co/jTtfjOOBDp,FALSE,0,NA,05/05/16 17:07,FALSE,NA,728269967800553000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emma_ladygaga,9,TRUE,FALSE,NA,NA
"RT @RadioBlake: A plea to all those who can vote in Northern Ireland, please do! You hold a bit of future in your hands! #ae16 #PollingDay?",FALSE,0,NA,05/05/16 17:07,FALSE,NA,728269889459343000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,4,TRUE,FALSE,NA,NA
#iVoted and you should too. There's still time! Don't allow other people to choose who you get governed by! #ae16,FALSE,0,NA,05/05/16 17:07,FALSE,NA,728269883658646000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_beanatron_,1,FALSE,FALSE,NA,NA
RT @PatrickLeo109: 5hrs to go. West Tyrone make it count + Vote Daniel @McCrossanMLA SDLP No1 #BuildABetterFuture #ae16 #WT16 #Strabane htt?,FALSE,0,NA,05/05/16 17:07,FALSE,NA,728269817845825000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maryannaq56,3,TRUE,FALSE,NA,NA
RT @SimonCommNI: We are calling on the next Northern Ireland Executive &amp; Assembly to prioritise ending homelessness. #ae16 Get Voting https?,FALSE,0,NA,05/05/16 17:05,FALSE,NA,728269435199488000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",karmaDinosaur,9,TRUE,FALSE,NA,NA
@TaggartJoel @bbcradioulster @DGordonhack can we get some analysis from @liam_beckett #ae16,FALSE,1,TaggartJoel,05/05/16 17:05,FALSE,728260791766495000,728269432624189000,481367863,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",adam_gfc,2,FALSE,FALSE,NA,NA
"Keep up to date on polling day and counts of #AE16 in Fermanagh via our live blog #FST16

Live Blog: Election 2016  https://t.co/UloBtn1O1E",FALSE,1,NA,05/05/16 17:05,FALSE,NA,728269353133740000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LJHarte22,0,FALSE,FALSE,NA,NA
Good vibe and consistent turn out for #ae16 Vote @sammydouglasdup @Joanne_Bunting @RobinNewton4MLA in East Belfast as advised #AF4FM,FALSE,1,NA,05/05/16 17:04,FALSE,NA,728269250109030000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GRobinsonDUP,1,FALSE,FALSE,NA,NA
Vote for the #WeeGreenMan @StevenAgnew #VoteGreen2016 #ae16 https://t.co/rbZFHbbKL4,FALSE,5,NA,05/05/16 17:04,FALSE,NA,728269206261740000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",GreenPartyNI,5,FALSE,FALSE,NA,NA
RT @joeman42: Gerry Adams riding with his Homies in West Belfast &amp; singing Ole Man River through the PA system    #ae16,FALSE,0,NA,05/05/16 17:04,FALSE,NA,728269188486287000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maryannaq56,3,TRUE,FALSE,NA,NA
RT @SimonCommNI: Time to get the vote out &amp; get housing and homelessness on the Stormont agenda #ae16 @SimonCommNI #endhomelessness https:/?,FALSE,0,NA,05/05/16 17:04,FALSE,NA,728269042180629000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JimFDennison,8,TRUE,FALSE,NA,NA
"@Greens4Animals Cheers for the followback. Good luck today, friends! #AE16",FALSE,1,Greens4Animals,05/05/16 17:03,FALSE,NA,728269000833171000,1466988828,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RealRakhmetov,0,FALSE,FALSE,NA,NA
RT @nornirongunner: how can #sinnfein deliver a united Ireland even if they got 100% of the vote in the election today. They cant. #ae16 ht?,FALSE,0,NA,05/05/16 17:03,FALSE,NA,728268977449865000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ussf79,2,TRUE,FALSE,NA,NA
RT @YIMBoyle: Just voted- privileged  to stand as @allianceparty candidate in E L/Derry. #BetterSooner #AE16 https://t.co/Rz2uRW9Ilo,FALSE,0,NA,05/05/16 17:03,FALSE,NA,728268961817694000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Carrie_O_HARA,8,TRUE,FALSE,NA,NA
"RT @LAMcbelfast: @DavidFordMLA @allianceparty leader feeling ""positive"" as he casts vote in rural South Antrim #ae16 https://t.co/7VT7xkBLo9",FALSE,0,NA,05/05/16 17:03,FALSE,NA,728268946286236000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Carrie_O_HARA,9,TRUE,FALSE,NA,NA
@democfirst You got a preference ? somewhere between 1 and 16 #nottelling! #ae16,FALSE,1,democfirst,05/05/16 17:03,FALSE,728268607889789000,728268924488389000,2465710715,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",alaninbelfast,0,FALSE,FALSE,NA,NA
#MakeHistory #VoteBailey1 @ClareBaileyGPNI @SBelfastGreens #VoteGreen2016 #ae16 https://t.co/jTtfjOOBDp,FALSE,12,NA,05/05/16 17:03,FALSE,NA,728268872256762000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",GreenPartyNI,9,FALSE,FALSE,NA,NA
RT @gary_ni: @SJAMcBride Today I voted purely because every 20 mins in Syria someone dies dreaming of democracy. #ae16 https://t.co/Psy8lP6?,FALSE,0,NA,05/05/16 17:03,FALSE,NA,728268822935966000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jason_Blean,8,TRUE,FALSE,NA,NA
"RT @siobhanmcguigan: Arrow followed, vote cast. Get out and vote if you want change. Take responsibility for your future! #vote #ae16 https?",FALSE,0,NA,05/05/16 17:02,FALSE,NA,728268748017283000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",lfclee2011,3,TRUE,FALSE,NA,NA
"RT @SouthAntrimUUP: Today in South Antrim, Vote Danny's Boys 1,2&amp;3! #VoteUUP #AE16 @uuponline https://t.co/aiSZpvbGBH",FALSE,0,NA,05/05/16 17:02,FALSE,NA,728268695768859000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",heatherfee1,6,TRUE,FALSE,NA,NA
Who will you vote for today? #ae16 #LaganValley #GFAgen https://t.co/oBQh4kU2Al,FALSE,0,NA,05/05/16 17:02,FALSE,NA,728268607889789000,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",democfirst,0,FALSE,FALSE,NA,NA
Voting done giving me the right to complain for another 5 years #ae16,FALSE,0,NA,05/05/16 17:02,FALSE,NA,728268582992421000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",adam_gfc,0,FALSE,FALSE,NA,NA
how can #sinnfein deliver a united Ireland even if they got 100% of the vote in the election today. They cant. #ae16 https://t.co/u3qtm69A4e,FALSE,1,NA,05/05/16 17:02,FALSE,NA,728268548938842000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nornirongunner,2,FALSE,FALSE,NA,NA
"RT @Chris_Leneghan: For every who hasn't voted yet you all have a chance to #VoteGreen2016 This is a great opportunity for an alternative,d?",FALSE,0,NA,05/05/16 17:01,FALSE,NA,728268431942881000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aidanthejones,6,TRUE,FALSE,NA,NA
RT @NiallSF: As promised Geraldine delivered the slice of cheesecake she baked today.  I'd vote for her! #ae16 https://t.co/DVvC8nLCBE,FALSE,0,NA,05/05/16 17:01,FALSE,NA,728268355413676000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RyanCarlin,2,TRUE,FALSE,NA,NA
