Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
1,57,1,Roy,BEGGS,3042,0,3042,,,Ulster Unionist Party
1,58,1,Stewart,DICKSON,2889,0,2889,,,Alliance Party
1,59,1,Daniel,DONNELLY,664,0,664,,,Green Party
1,60,1,David,HILDITCH,3288,0,3288,,,Democratic Unionist Party
1,61,1,Gordon,LYONS,1321,0,1321,,,Democratic Unionist Party
1,62,1,Justin,MCCAMPHILL,1333,0,1333,,,Social Democratic and Labour Party
1,63,1,Rodney,MCCUNE,1851,0,1851,,,Ulster Unionist Party
1,64,1,Oliver,MCMULLAN,2369,0,2369,,,Sinn Fein
1,65,1,Steven,MOORE,511,0,511,,,British Nationalist Party
1,66,1,Gerardine Marie,MULVENNA,1620,0,1620,,,Alliance Party
1,67,1,Alastair,ROSS,1608,0,1608,,,Democratic Unionist Party
1,68,1,Ruth,WILSON,1346,0,1346,,,Traditional Unionist Voice
1,69,1,Sammy,WILSON,7181,0,7181,Elected,1,Democratic Unionist Party
1,57,2,Roy,BEGGS,3042,307.45,3349.45,,,Ulster Unionist Party
1,58,2,Stewart,DICKSON,2889,87.72,2976.72,,,Alliance Party
1,59,2,Daniel,DONNELLY,664,21.07,685.07,Excluded,2,Green Party
1,60,2,David,HILDITCH,3288,930.52,4218.52,Elected,2,Democratic Unionist Party
1,61,2,Gordon,LYONS,1321,280.36,1601.36,,,Democratic Unionist Party
1,62,2,Justin,MCCAMPHILL,1333,11.61,1344.61,,,Social Democratic and Labour Party
1,63,2,Rodney,MCCUNE,1851,107.07,1958.07,,,Ulster Unionist Party
1,64,2,Oliver,MCMULLAN,2369,10.32,2379.32,,,Sinn Fein
1,65,2,Steven,MOORE,511,34.83,545.83,Excluded,2,British Nationalist Party
1,66,2,Gerardine Marie,MULVENNA,1620,69.23,1689.23,,,Alliance Party
1,67,2,Alastair,ROSS,1608,958.47,2566.47,,,Democratic Unionist Party
1,68,2,Ruth,WILSON,1346,163.4,1509.4,,,Traditional Unionist Voice
1,69,2,Sammy,WILSON,7181,-3034,4147,Elected,1,Democratic Unionist Party
1,57,3,Roy,BEGGS,3042,100.88,3450.33,,,Ulster Unionist Party
1,58,3,Stewart,DICKSON,2889,185.44,3162.16,,,Alliance Party
1,59,3,Daniel,DONNELLY,664,-685.07,0,Excluded,2,Green Party
1,60,3,David,HILDITCH,3288,0,4218.52,Elected,2,Democratic Unionist Party
1,61,3,Gordon,LYONS,1321,114.9,1716.26,,,Democratic Unionist Party
1,62,3,Justin,MCCAMPHILL,1333,88.72,1433.33,Excluded,3,Social Democratic and Labour Party
1,63,3,Rodney,MCCUNE,1851,71.58,2029.65,,,Ulster Unionist Party
1,64,3,Oliver,MCMULLAN,2369,37.43,2416.75,,,Sinn Fein
1,65,3,Steven,MOORE,511,-545.83,0,Excluded,2,British Nationalist Party
1,66,3,Gerardine Marie,MULVENNA,1620,179.87,1869.1,,,Alliance Party
1,67,3,Alastair,ROSS,1608,75.17,2641.64,,,Democratic Unionist Party
1,68,3,Ruth,WILSON,1346,141.44,1650.84,,,Traditional Unionist Voice
1,69,3,Sammy,WILSON,7181,0,4147,Elected,1,Democratic Unionist Party
1,57,4,Roy,BEGGS,3042,18.29,3468.62,,,Ulster Unionist Party
1,58,4,Stewart,DICKSON,2889,248.01,3410.17,,,Alliance Party
1,59,4,Daniel,DONNELLY,664,0,0,Excluded,2,Green Party
1,60,4,David,HILDITCH,3288,0,4218.52,Elected,2,Democratic Unionist Party
1,61,4,Gordon,LYONS,1321,17.15,1733.41,,,Democratic Unionist Party
1,62,4,Justin,MCCAMPHILL,1333,-1433.33,0,Excluded,3,Social Democratic and Labour Party
1,63,4,Rodney,MCCUNE,1851,8.43,2038.08,,,Ulster Unionist Party
1,64,4,Oliver,MCMULLAN,2369,500.72,2917.47,,,Sinn Fein
1,65,4,Steven,MOORE,511,0,0,Excluded,2,British Nationalist Party
1,66,4,Gerardine Marie,MULVENNA,1620,444.58,2313.68,,,Alliance Party
1,67,4,Alastair,ROSS,1608,3.86,2645.5,,,Democratic Unionist Party
1,68,4,Ruth,WILSON,1346,3,1653.84,Excluded,4,Traditional Unionist Voice
1,69,4,Sammy,WILSON,7181,0,4147,Elected,1,Democratic Unionist Party
1,57,5,Roy,BEGGS,3042,370.67,3839.29,,,Ulster Unionist Party
1,58,5,Stewart,DICKSON,2889,70.15,3480.32,,,Alliance Party
1,59,5,Daniel,DONNELLY,664,0,0,Excluded,2,Green Party
1,60,5,David,HILDITCH,3288,0,4218.52,Elected,2,Democratic Unionist Party
1,61,5,Gordon,LYONS,1321,239.28,1972.69,Excluded,5,Democratic Unionist Party
1,62,5,Justin,MCCAMPHILL,1333,0,0,Excluded,3,Social Democratic and Labour Party
1,63,5,Rodney,MCCUNE,1851,305.18,2343.26,,,Ulster Unionist Party
