Constituency_Number,Candidate_Id,Count_Number,Firstname,Surname,Candidate_First_Pref_Votes,Transfers,Total_Votes,Status,Occurred_On_Count,Party_Name
4,99,1,Rosemary,BARTON,3018,0,3018,,,Ulster Unionist Party
4,100,1,Kerri,BLYBERG,539,0,539,,,Alliance Party
4,101,1,Donald,CRAWFORD,1164,0,1164,,,Traditional Unionist Voice
4,102,1,John,FEELY,4002,0,4002,,,Sinn Fein
4,103,1,Phil,FLANAGAN,3449,0,3449,,,Sinn Fein
4,104,1,Arlene,FOSTER,8801,0,8801,Elected,1,Democratic Unionist Party
4,105,1,Michelle,GILDERNEW,6614,0,6614,,,Sinn Fein
4,106,1,Damien,HARRIS,285,0,285,,,NI Labour Representation Committee
4,107,1,Tanya,JONES,897,0,897,,,Green Party
4,108,1,Sean,LYNCH,4782,0,4782,,,Sinn Fein
4,109,1,Richie,MCPHILLIPS,4014,0,4014,,,Social Democratic and Labour Party
4,110,1,Maurice,MORROW,6602,0,6602,,,Democratic Unionist Party
4,111,1,Alastair,PATTERSON,3010,0,3010,,,Ulster Unionist Party
4,99,2,Rosemary,BARTON,3018,284.74,3302.74,,,Ulster Unionist Party
4,100,2,Kerri,BLYBERG,539,6.21,545.21,,,Alliance Party
4,101,2,Donald,CRAWFORD,1164,59.11,1223.11,,,Traditional Unionist Voice
4,102,2,John,FEELY,4002,1.15,4003.15,,,Sinn Fein
4,103,2,Phil,FLANAGAN,3449,3.45,3452.45,,,Sinn Fein
4,104,2,Arlene,FOSTER,8801,-2061,6740,Elected,1,Democratic Unionist Party
4,105,2,Michelle,GILDERNEW,6614,11.73,6625.73,,,Sinn Fein
4,106,2,Damien,HARRIS,285,2.07,287.07,,,NI Labour Representation Committee
4,107,2,Tanya,JONES,897,11.73,908.73,,,Green Party
4,108,2,Sean,LYNCH,4782,2.07,4784.07,,,Sinn Fein
4,109,2,Richie,MCPHILLIPS,4014,18.63,4032.63,,,Social Democratic and Labour Party
4,110,2,Maurice,MORROW,6602,1470.85,8072.85,Elected,2,Democratic Unionist Party
4,111,2,Alastair,PATTERSON,3010,130.41,3140.41,,,Ulster Unionist Party
4,99,3,Rosemary,BARTON,3018,670.34,3973.08,,,Ulster Unionist Party
4,100,3,Kerri,BLYBERG,539,7.7,552.91,Excluded,3,Alliance Party
4,101,3,Donald,CRAWFORD,1164,158.84,1381.95,Excluded,3,Traditional Unionist Voice
4,102,3,John,FEELY,4002,1.1,4004.25,,,Sinn Fein
4,103,3,Phil,FLANAGAN,3449,0.22,3452.67,,,Sinn Fein
4,104,3,Arlene,FOSTER,8801,0,6740,Elected,1,Democratic Unionist Party
4,105,3,Michelle,GILDERNEW,6614,2.64,6628.37,,,Sinn Fein
4,106,3,Damien,HARRIS,285,3.3,290.37,Excluded,3,NI Labour Representation Committee
4,107,3,Tanya,JONES,897,11,919.73,Excluded,3,Green Party
4,108,3,Sean,LYNCH,4782,0.88,4784.95,,,Sinn Fein
4,109,3,Richie,MCPHILLIPS,4014,16.72,4049.35,,,Social Democratic and Labour Party
4,110,3,Maurice,MORROW,6602,-1332.85,6740,Elected,2,Democratic Unionist Party
4,111,3,Alastair,PATTERSON,3010,422.84,3563.25,,,Ulster Unionist Party
4,99,4,Rosemary,BARTON,3018,777.4,4750.48,,,Ulster Unionist Party
4,100,4,Kerri,BLYBERG,539,-552.91,0,Excluded,3,Alliance Party
4,101,4,Donald,CRAWFORD,1164,-1381.95,0,Excluded,3,Traditional Unionist Voice
4,102,4,John,FEELY,4002,83.83,4088.08,,,Sinn Fein
4,103,4,Phil,FLANAGAN,3449,58.3,3510.97,Excluded,4,Sinn Fein
4,104,4,Arlene,FOSTER,8801,0,6740,Elected,1,Democratic Unionist Party
4,105,4,Michelle,GILDERNEW,6614,210,6838.37,Elected,4,Sinn Fein
